imdb_id,title,wiki
tt0110857,Police Academy: Mission to Moscow,https://en.wikipedia.org/?curid=6043918
tt1179904,Paranormal Activity,https://en.wikipedia.org/?curid=24366494
tt1536044,Paranormal Activity 2,https://en.wikipedia.org/?curid=27923824
tt1778304,Paranormal Activity 3,https://en.wikipedia.org/?curid=30695973
tt2109184,Paranormal Activity 4,https://en.wikipedia.org/?curid=34312285
tt0094963,The Dead Pool,https://en.wikipedia.org/?curid=1179278
tt0074483,The Enforcer,https://en.wikipedia.org/?curid=1179213
tt0452608,Death Race,https://en.wikipedia.org/?curid=13255982
tt0480239,Atlas Shrugged: Part I,https://en.wikipedia.org/?curid=9034057
tt1985017,Atlas Shrugged II: The Strike,https://en.wikipedia.org/?curid=34657171
tt0368891,National Treasure,https://en.wikipedia.org/?curid=699208
tt0465234,National Treasure: Book of Secrets,https://en.wikipedia.org/?curid=3710785
tt1119646,The Hangover,https://en.wikipedia.org/?curid=21918632
tt1411697,The Hangover Part II,https://en.wikipedia.org/?curid=23295795
tt1951261,The Hangover Part III,https://en.wikipedia.org/?curid=35300735
tt0205000,Deuce Bigalow: Male Gigolo,https://en.wikipedia.org/?curid=1735236
tt0367652,Deuce Bigalow: European Gigolo,https://en.wikipedia.org/?curid=2338993
tt0317248,City of God,https://en.wikipedia.org/?curid=461322
tt0870090,Cidade dos Homens,https://en.wikipedia.org/?curid=17903453
tt0796366,Star Trek,https://en.wikipedia.org/?curid=3071743
tt1408101,Star Trek Into Darkness,https://en.wikipedia.org/?curid=33785882
tt1250777,Kick-Ass,https://en.wikipedia.org/?curid=21282769
tt1650554,Kick-Ass 2,https://en.wikipedia.org/?curid=37086759
tt1245526,RED,https://en.wikipedia.org/?curid=25854460
tt1821694,RED 2,https://en.wikipedia.org/?curid=33651094
tt0134119,The Talented Mr. Ripley,https://en.wikipedia.org/?curid=536009
tt0265651,Ripley's Game,https://en.wikipedia.org/?curid=5823793
tt0082340,Escape from New York,https://en.wikipedia.org/?curid=9835
tt0116225,Escape from L.A.,https://en.wikipedia.org/?curid=699609
tt0104692,The Lawnmower Man,https://en.wikipedia.org/?curid=672934
tt0116839,Lawnmower Man 2: Beyond Cyberspace,https://en.wikipedia.org/?curid=7596042
tt0097523,Honey I Shrunk the Kids,https://en.wikipedia.org/?curid=1032620
tt0104437,Honey I Blew Up the Kid,https://en.wikipedia.org/?curid=924799
tt0322589,Honey,https://en.wikipedia.org/?curid=537200
tt1657283,Honey 2,https://en.wikipedia.org/?curid=27496488
tt0155975,Psycho,https://en.wikipedia.org/?curid=4578695
tt0086154,Psycho II,https://en.wikipedia.org/?curid=2097287
tt0106950,Fortress,https://en.wikipedia.org/?curid=2199665
tt0179183,Fortress 2,https://en.wikipedia.org/?curid=5179911
tt0275847,Lilo & Stitch,https://en.wikipedia.org/?curid=924564
tt0212346,Miss Congeniality,https://en.wikipedia.org/?curid=19715
tt0385307,Miss Congeniality 2: Armed and Fabulous,https://en.wikipedia.org/?curid=1744593
tt0114367,Screamers,https://en.wikipedia.org/?curid=1011439
tt0343818,"I,Robot",https://en.wikipedia.org/?curid=564947
tt0480249,I Am Legend,https://en.wikipedia.org/?curid=6641931
tt0988045,Sherlock Holmes,https://en.wikipedia.org/?curid=19596597
tt1515091,Sherlock Holmes: A Game of Shadows,https://en.wikipedia.org/?curid=25793288
tt0079945,Star Trek: The Motion Picture,https://en.wikipedia.org/?curid=277006
tt0084726,Star Trek II: The Wrath of Khan,https://en.wikipedia.org/?curid=27098
tt0088170,Star Trek III: The Search for Spock,https://en.wikipedia.org/?curid=206879
tt0092007,Star Trek IV: The Voyage Home,https://en.wikipedia.org/?curid=88609
tt0098382,Star Trek V: The Final Frontier,https://en.wikipedia.org/?curid=145359
tt0102975,Star Trek VI: The Undiscovered Country,https://en.wikipedia.org/?curid=161190
tt0111280,Star Trek: Generations,https://en.wikipedia.org/?curid=27079
tt0117731,Star Trek: First Contact,https://en.wikipedia.org/?curid=27097
tt0120844,Star Trek: Insurrection,https://en.wikipedia.org/?curid=157239
tt0253754,Star Trek: Nemesis,https://en.wikipedia.org/?curid=156774
tt0103772,Basic Instinct,https://en.wikipedia.org/?curid=481649
tt0430912,Basic Instinct 2,https://en.wikipedia.org/?curid=1977174
tt1156466,Undisputed 3: Redemption,https://en.wikipedia.org/?curid=27428503
tt1174954,Resident Evil: Degeneration,https://en.wikipedia.org/?curid=14726855
tt1753496,Resident Evil: Damnation,https://en.wikipedia.org/?curid=28823872
tt0948470,The Amazing Spider-Man,https://en.wikipedia.org/?curid=25862453
tt1872181,The Amazing Spider-Man 2,https://en.wikipedia.org/?curid=35625166
tt1323594,Despicable Me,https://en.wikipedia.org/?curid=23614710
tt1690953,Despicable Me 2,https://en.wikipedia.org/?curid=30069822
tt1232829,21 Jump Street,https://en.wikipedia.org/?curid=33509716
tt2294449,22 Jump Street,https://en.wikipedia.org/?curid=39591044
tt0115571,The Arrival,https://en.wikipedia.org/?curid=4260551
tt1568346,The Girl with the Dragon Tattoo,https://en.wikipedia.org/?curid=28387289
tt1216487,The Girl Who Played with Fire,https://en.wikipedia.org/?curid=24154924
tt1343097,The Girl Who Kicked the Hornet's Nest,https://en.wikipedia.org/?curid=24155032
tt0369226,Alone in the Dark,https://en.wikipedia.org/?curid=690993
tt0383222,BloodRayne,https://en.wikipedia.org/?curid=2278569
tt0460780,In the Name of the King: A Dungeon Siege Tale,https://en.wikipedia.org/?curid=2626454
tt0123755,Cube,https://en.wikipedia.org/?curid=376485
tt1928330,Bad Ass,https://en.wikipedia.org/?curid=34181242
tt1160368,12 Rounds,https://en.wikipedia.org/?curid=15169291
tt1591095,Insidious,https://en.wikipedia.org/?curid=27645834
tt2226417,Insidious: Chapter 2,https://en.wikipedia.org/?curid=38350958
tt3195644,Insidious: Chapter 3,https://en.wikipedia.org/?curid=42695673
tt1470827,Monsters,https://en.wikipedia.org/?curid=27602393
tt1935302,Monsters: Dark Continent,https://en.wikipedia.org/?curid=39582058
tt1840309,Divergent,https://en.wikipedia.org/?curid=36483433
tt2908446,Insurgent,https://en.wikipedia.org/?curid=44383992
tt3410834,Allegiant,https://en.wikipedia.org/?curid=43117035
tt1490017,The Lego Movie,https://en.wikipedia.org/?curid=37864037
tt1596365,The Woman in Black,https://en.wikipedia.org/?curid=28250083
tt2339741,The Woman in Black 2: Angel of Death,https://en.wikipedia.org/?curid=36132074
tt1740047,The Trip,https://en.wikipedia.org/?curid=32130401
tt2967006,The Trip to Italy,https://en.wikipedia.org/?curid=42664694
tt0168501,The Best Man,https://en.wikipedia.org/?curid=2880425
tt2083355,The Best Man Holiday,https://en.wikipedia.org/?curid=38856361
tt0055254,101 Dalmatians,https://en.wikipedia.org/?curid=179351
tt0211181,102 Dalmatians,https://en.wikipedia.org/?curid=1682418
tt0091431,Armour of God ,https://en.wikipedia.org/?curid=652437
tt0099558,Armour of God 2: Operation Condor,https://en.wikipedia.org/?curid=652445
tt0089374,Police Story,https://en.wikipedia.org/?curid=665867
tt0095403,Police Story 2,https://en.wikipedia.org/?curid=2768565
tt0104558,Supercop,https://en.wikipedia.org/?curid=1024792
tt2599716,Police Story: Lockdown,https://en.wikipedia.org/?curid=39705227
tt0116704,Police Story 4: First Strike,https://en.wikipedia.org/?curid=2695729
tt0112471,Before Sunrise,https://en.wikipedia.org/?curid=805053
tt0381681,Before Sunset,https://en.wikipedia.org/?curid=805120
tt2209418,Before Midnight,https://en.wikipedia.org/?curid=36929245
tt2109248,Transformers: Age of Extinction,https://en.wikipedia.org/?curid=32338015
tt0100758,Teenage Mutant Ninja Turtles,https://en.wikipedia.org/?curid=2323962
tt3949660,Teenage Mutant Ninja Turtles: Out of the Shadows,https://en.wikipedia.org/?curid=43643947
tt1392170,The Hunger Games,https://en.wikipedia.org/?curid=31186339
tt1951264,The Hunger Games: Catching Fire,https://en.wikipedia.org/?curid=36012788
tt1951265,The Hunger Games: Mockingjay - Part 1,https://en.wikipedia.org/?curid=39526507
tt1951266,The Hunger Games: Mockingjay - Part 2,https://en.wikipedia.org/?curid=39526515
tt1204342,The Muppets,https://en.wikipedia.org/?curid=29370106
tt2281587,Muppets Most Wanted,https://en.wikipedia.org/?curid=38267543
tt0079588,The Muppet Movie,https://en.wikipedia.org/?curid=876728
tt0087755,The Muppets Take Manhattan,https://en.wikipedia.org/?curid=1099178
tt0082474,The Great Muppet Caper,https://en.wikipedia.org/?curid=1458713
tt0158811,Muppets from Space,https://en.wikipedia.org/?curid=1458772
tt0378109,Into the Blue,https://en.wikipedia.org/?curid=2184642
tt1499658,Horrible Bosses,https://en.wikipedia.org/?curid=28386410
tt2170439,Horrible Bosses 2,https://en.wikipedia.org/?curid=39518188
tt0109686,Dumb and Dumber,https://en.wikipedia.org/?curid=737803
tt0329028,Dumb and Dumberer: When Harry Met Lloyd,https://en.wikipedia.org/?curid=1236447
tt2096672,Dumb and Dumber To,https://en.wikipedia.org/?curid=38739310
tt0435625,The Descent,https://en.wikipedia.org/?curid=2253390
tt1073105,The Descent: Part 2,https://en.wikipedia.org/?curid=6265220
tt1082868,Quarantine,https://en.wikipedia.org/?curid=16794053
tt1699231,Quarantine 2: Terminal,https://en.wikipedia.org/?curid=31093623
tt0082010,An American Werewolf in London,https://en.wikipedia.org/?curid=471370
tt0118604,An American Werewolf in Paris,https://en.wikipedia.org/?curid=737840
tt0080455,The Blues Brothers,https://en.wikipedia.org/?curid=4558294
tt0118747,Blues Brothers 2000,https://en.wikipedia.org/?curid=238906
tt1438176,Fright Night,https://en.wikipedia.org/?curid=27756811
tt0097390,Fright Night Part 2,https://en.wikipedia.org/?curid=2203406
tt0094862,Child's Play,https://en.wikipedia.org/?curid=534792
tt0099253,Child's Play 2,https://en.wikipedia.org/?curid=534812
tt0103956,Child's Play 3,https://en.wikipedia.org/?curid=534778
tt0790686,Mirrors,https://en.wikipedia.org/?curid=19958360
tt0464154,Piranha 3D,https://en.wikipedia.org/?curid=19942818
tt1714203,Piranha 3DD,https://en.wikipedia.org/?curid=31879136
tt0077681,The Hills Have Eyes,https://en.wikipedia.org/?curid=1570843
tt0800069,The Hills Have Eyes II,https://en.wikipedia.org/?curid=4913527
tt0844479,The Collector,https://en.wikipedia.org/?curid=23576946
tt1748227,The Collection,https://en.wikipedia.org/?curid=33336349
tt0068931,The Mechanic,https://en.wikipedia.org/?curid=3479775
tt3522806,Mechanic: Resurrection,https://en.wikipedia.org/?curid=44338479
tt1637725,Ted,https://en.wikipedia.org/?curid=31201599
tt2637276,Ted 2,https://en.wikipedia.org/?curid=37584615
tt1029360,Poltergeist,https://en.wikipedia.org/?curid=39826333
tt0091778,Poltergeist II: The Other Side,https://en.wikipedia.org/?curid=7051746
tt0095889,Poltergeist III,https://en.wikipedia.org/?curid=3316533
tt1790864,The Maze Runner,https://en.wikipedia.org/?curid=39321668
tt4046784,Maze Runner: The Scorch Trials,https://en.wikipedia.org/?curid=43716131
tt0109445,Clerks,https://en.wikipedia.org/?curid=200694
tt0424345,Clerks II,https://en.wikipedia.org/?curid=1283050
tt0903624,The Hobbit: An Unexpected Journey,https://en.wikipedia.org/?curid=36914424
tt1170358,The Hobbit: The Desolation of Smaug,https://en.wikipedia.org/?curid=36887547
tt2310332,The Hobbit: The Battle of the Five Armies,https://en.wikipedia.org/?curid=42573309
tt0837562,Hotel Transylvania,https://en.wikipedia.org/?curid=31327794
tt2510894,Hotel Transylvania 2,https://en.wikipedia.org/?curid=39708627
tt0094291,Wall Street,https://en.wikipedia.org/?curid=58865
tt1027718,Wall Street: Money Never Sleeps,https://en.wikipedia.org/?curid=22637915
tt0058461,A Fistful of Dollars,https://en.wikipedia.org/?curid=441926
tt0059578,For a Few Dollars More,https://en.wikipedia.org/?curid=442300
tt0060196,"The Good, the Bad and the Ugly",https://en.wikipedia.org/?curid=31557
tt0266543,Finding Nemo,https://en.wikipedia.org/?curid=239587
tt2277860,Finding Dory,https://en.wikipedia.org/?curid=38992103
tt0103759,Bad Lieutenant,https://en.wikipedia.org/?curid=1238102
tt1095217,Bad Lieutenant: Port of Call New Orleans,https://en.wikipedia.org/?curid=18634533
tt0936501,Taken,https://en.wikipedia.org/?curid=15593618
tt1397280,Taken 2,https://en.wikipedia.org/?curid=35874076
tt2446042,Taken 3,https://en.wikipedia.org/?curid=38964482
tt0085127,Project A,https://en.wikipedia.org/?curid=652432
tt0092501,Project A 2,https://en.wikipedia.org/?curid=4467106
tt2302755,Olympus Has Fallen,https://en.wikipedia.org/?curid=37052715
tt3300542,London Has Fallen,https://en.wikipedia.org/?curid=43222494
tt0259446,My Big Fat Greek Wedding,https://en.wikipedia.org/?curid=431333
tt3760922,My Big Fat Greek Wedding 2,https://en.wikipedia.org/?curid=46769739
tt0770828,Man of Steel,https://en.wikipedia.org/?curid=31316475
tt2975590,Batman v Superman: Dawn of Justice,https://en.wikipedia.org/?curid=2619910
tt0118661,The Avengers,https://en.wikipedia.org/?curid=633411
tt2395427,Avengers: Age of Ultron,https://en.wikipedia.org/?curid=36484254
tt0800369,Thor,https://en.wikipedia.org/?curid=12673434
tt1981115,Thor: The Dark World,https://en.wikipedia.org/?curid=32267545
tt0458339,Captain America: The First Avenger,https://en.wikipedia.org/?curid=26999426
tt1843866,Captain America: The Winter Soldier,https://en.wikipedia.org/?curid=36439749
tt3498820,Captain America: Civil War,https://en.wikipedia.org/?curid=41974496
tt1431045,Deadpool,https://en.wikipedia.org/?curid=43867095
tt1457767,The Conjuring,https://en.wikipedia.org/?curid=37671451
tt3065204,The Conjuring 2,https://en.wikipedia.org/?curid=43360594
tt0196229,Zoolander,https://en.wikipedia.org/?curid=305909
tt1608290,Zoolander 2,https://en.wikipedia.org/?curid=46405518
tt1014759,Alice in Wonderland,https://en.wikipedia.org/?curid=14482638
tt2567026,Alice Through the Looking Glass,https://en.wikipedia.org/?curid=43472499
tt0116629,Independence Day,https://en.wikipedia.org/?curid=52389
tt1628841,Independence Day: Resurgence,https://en.wikipedia.org/?curid=44523855
tt1386697,Suicide Squad,https://en.wikipedia.org/?curid=43884887
tt1336006,The Revenant,https://en.wikipedia.org/?curid=22771725
tt2975590,Batman v Superman,https://en.wikipedia.org/?curid=2619910
tt1211837,Doctor Strange,https://en.wikipedia.org/?curid=54316301
tt2277860,Finding Dory,https://en.wikipedia.org/?curid=38992103
tt2948356,Zootopia,https://en.wikipedia.org/?curid=42089078
tt2119532,Hacksaw Ridge,https://en.wikipedia.org/?curid=44490039
tt0369610,Jurassic World,https://en.wikipedia.org/?curid=2615708
tt2179136,American Sniper,https://en.wikipedia.org/?curid=39462431
tt2322441,Fifty Shade of Grey,https://en.wikipedia.org/?curid=40218034
tt2293640,Minions,https://en.wikipedia.org/?curid=38645474
tt2379713,Spectre,https://en.wikipedia.org/?curid=44853982
tt1398426,Straight Outta Compton,https://en.wikipedia.org/?curid=43108238
tt0079501,Mad Max,https://en.wikipedia.org/?curid=255898
tt2096673,Inside Out,https://en.wikipedia.org/?curid=38751266
tt2294629,Frozen,https://en.wikipedia.org/?curid=34164547
tt0816692,Interstellar,https://en.wikipedia.org/?curid=6009939
tt2267998,Gone Girl,https://en.wikipedia.org/?curid=39507756
tt1091191,Lone Survivor,https://en.wikipedia.org/?curid=38927316
tt0831387,Godzilla,https://en.wikipedia.org/?curid=36101762
tt2245084,Big Hero Six,https://en.wikipedia.org/?curid=39345917
tt3322940,Annabelle,https://en.wikipedia.org/?curid=41815356
tt1587310,Maleficent,https://en.wikipedia.org/?curid=36127934
tt0770828,Man of Steel,https://en.wikipedia.org/?curid=31316475
tt0816711,World War Z,https://en.wikipedia.org/?curid=32314211
tt1853728,Django Unchained,https://en.wikipedia.org/?curid=31638720
tt1454468,Gravity,https://en.wikipedia.org/?curid=30294906
tt2024544,12 Years a Slave,https://en.wikipedia.org/?curid=37125755
tt0119683,Les Misérables,https://en.wikipedia.org/?curid=1743227
tt1024648,Argo,https://en.wikipedia.org/?curid=33028800
tt1446714,Prometheus,https://en.wikipedia.org/?curid=31775043
tt1915581,Magic Mike,https://en.wikipedia.org/?curid=5920611
tt1606389,The Vow,https://en.wikipedia.org/?curid=29462138
tt0046435,Titanic,https://en.wikipedia.org/?curid=1203778
tt0032138,The Wizard of Oz,https://en.wikipedia.org/?curid=561315
tt0029583,Snow White and the Seven Dwarfs,https://en.wikipedia.org/?curid=76361
tt0110357,The Lion King,https://en.wikipedia.org/?curid=88678
tt0111161,The Shawshank Redemption,https://en.wikipedia.org/?curid=30625
tt0073195,Jaws,https://en.wikipedia.org/?curid=74830
tt0137523,Fight Club,https://en.wikipedia.org/?curid=1009041
tt0110912,Pulp Fiction,https://en.wikipedia.org/?curid=54173
tt0109830,Forrest Gump,https://en.wikipedia.org/?curid=41528
tt0126029,Shrek,https://en.wikipedia.org/?curid=18717177
tt0033467,Citizen Kane,https://en.wikipedia.org/?curid=5224
tt0059742,The Sound of Music,https://en.wikipedia.org/?curid=4836239
tt0052618,Ben-Hur,https://en.wikipedia.org/?curid=1343342
tt0031381,Gone with the Wind,https://en.wikipedia.org/?curid=2804704
tt0120815,Saving Private Ryan,https://en.wikipedia.org/?curid=28269
tt0317248,City of God,https://en.wikipedia.org/?curid=461322
tt0112573,Braveheart,https://en.wikipedia.org/?curid=4560
tt0038650,Its a Wonderful Life,https://en.wikipedia.org/?curid=60164
tt0023427,Scarface,https://en.wikipedia.org/?curid=76331
tt0047478,Seven Samurai,https://en.wikipedia.org/?curid=31371
tt0034583,Casablanca,https://en.wikipedia.org/?curid=57585
tt0172495,Gladiator,https://en.wikipedia.org/?curid=3616797
tt0049833,The Ten Commandments,https://en.wikipedia.org/?curid=76383
tt0077631,Grease,https://en.wikipedia.org/?curid=336846
tt0314331,Love Actually,https://en.wikipedia.org/?curid=370064
tt0058331,Mary Poppins,https://en.wikipedia.org/?curid=77856
tt0089218,The Goonies,https://en.wikipedia.org/?curid=89631
tt0319343,Elf,https://en.wikipedia.org/?curid=448735
tt0499549,Avatar,https://en.wikipedia.org/?curid=4273140
tt0079470,Life of Brian,https://en.wikipedia.org/?curid=17920
tt0099487,Edward Scissorhands,https://en.wikipedia.org/?curid=302970
tt0107048,Groundhog Day,https://en.wikipedia.org/?curid=142327
tt0075148,Rocky,https://en.wikipedia.org/?curid=45772
tt0377092,Mean Girls,https://en.wikipedia.org/?curid=10565718
tt0063518,Romeo and Juliet,https://en.wikipedia.org/?curid=99025
tt0117509,Romeo + Juliet,https://en.wikipedia.org/?curid=912854
tt0055254,101 Dalmatians,https://en.wikipedia.org/?curid=179351
tt2488496,Star Wars: Episode VII - The Force Awakens,https://en.wikipedia.org/?curid=14723194
tt0499549,Avatar,https://en.wikipedia.org/?curid=4273140
tt0046435,Titanic,https://en.wikipedia.org/?curid=1203778
tt0369610,Jurassic World,https://en.wikipedia.org/?curid=2615708
tt0038348,Beauty and the Beast,https://en.wikipedia.org/?curid=1226363
tt0110357,The Lion King,https://en.wikipedia.org/?curid=88678
tt2294629,Frozen,https://en.wikipedia.org/?curid=34164547
tt2709768,The Secret Life of Pets,https://en.wikipedia.org/?curid=45111773
tt0110213,The Jungle Book,https://en.wikipedia.org/?curid=726161
tt1431045,Deadpool,https://en.wikipedia.org/?curid=43867095
tt2096673,Inside Out,https://en.wikipedia.org/?curid=38751266
tt2179136,American Sniper,https://en.wikipedia.org/?curid=39462431
tt1014759,Alice in Wonderland,https://en.wikipedia.org/?curid=14482638
tt1074638,Skyfall,https://en.wikipedia.org/?curid=33335392
tt0167404,The Sixth Sense,https://en.wikipedia.org/?curid=30582
tt1119646,The Hangover,https://en.wikipedia.org/?curid=21918632
tt3470600,Sing,https://en.wikipedia.org/?curid=47415762
tt0317705,The Incredibles,https://en.wikipedia.org/?curid=565879
tt0170016,Dr. Seuss How the Grinch Stole Christmas,https://en.wikipedia.org/?curid=4867859
tt0480249,I Am Legend,https://en.wikipedia.org/?curid=6641931
tt0878804,The Blind Side,https://en.wikipedia.org/?curid=22729553
tt1375666,Inception,https://en.wikipedia.org/?curid=23270459
tt0114369,Se7en,https://en.wikipedia.org/?curid=206818
tt0361748,Inglourious Basterds,https://en.wikipedia.org/?curid=633052
tt0407887,The Departed,https://en.wikipedia.org/?curid=1349086
tt0482571,The Prestige,https://en.wikipedia.org/?curid=2809621
tt0209144,Memento,https://en.wikipedia.org/?curid=2750041
tt0169547,American Beauty,https://en.wikipedia.org/?curid=44122
tt0993846,The Wolf of Wall Street,https://en.wikipedia.org/?curid=36196361
tt1130884,Shutter Island,https://en.wikipedia.org/?curid=13950959
tt0120689,The Green Mile,https://en.wikipedia.org/?curid=946164
tt0434409,V for Vendetta,https://en.wikipedia.org/?curid=1891886
tt0120586,American History X,https://en.wikipedia.org/?curid=171562
tt0114814,The Usual Suspects,https://en.wikipedia.org/?curid=167857
tt0110413,Léon: The Professional,https://en.wikipedia.org/?curid=40672
tt0099685,Goodfellas,https://en.wikipedia.org/?curid=64394
tt0910970,WALL·E,https://en.wikipedia.org/?curid=8980330
tt0120382,The Truman Show,https://en.wikipedia.org/?curid=232711
tt0338013,Eternal Sunshine of the Spotless Mind,https://en.wikipedia.org/?curid=537024
tt0105236,Reservoir Dogs,https://en.wikipedia.org/?curid=297111
tt0401792,Sin City,https://en.wikipedia.org/?curid=1336308
tt1010048,Slumdog Millionaire,https://en.wikipedia.org/?curid=15233369
tt0477348,No Country for Old Men,https://en.wikipedia.org/?curid=3920193
tt0081505,The Shining,https://en.wikipedia.org/?curid=1186616
tt0119217,Good Will Hunting,https://en.wikipedia.org/?curid=142456
tt0208092,Snatch,https://en.wikipedia.org/?curid=707808
tt0180093,Requiem for a Dream,https://en.wikipedia.org/?curid=23830211
tt1119646,The Hangover,https://en.wikipedia.org/?curid=21918632
tt0066921,A Clockwork Orange,https://en.wikipedia.org/?curid=1659954
tt1205489,Gran Torino,https://en.wikipedia.org/?curid=17016725
tt0264464,Catch Me If You Can,https://en.wikipedia.org/?curid=215873
tt0947798,Black Swan,https://en.wikipedia.org/?curid=24480838
tt0211915,Amélie,https://en.wikipedia.org/?curid=44302
tt1045658,Silver Linings Playbook,https://en.wikipedia.org/?curid=33502433
tt1675434,The Intouchables,https://en.wikipedia.org/?curid=33590333
tt3659388,The Martian,https://en.wikipedia.org/?curid=43683268
tt1136608,District 9,https://en.wikipedia.org/?curid=20777420
tt0075314,Taxi Driver,https://en.wikipedia.org/?curid=30000
tt1074638,Skyfall,https://en.wikipedia.org/?curid=33335392
tt0117951,Trainspotting,https://en.wikipedia.org/?curid=105434
tt1285016,The Social Network,https://en.wikipedia.org/?curid=24319139
tt0382932,Ratatouille,https://en.wikipedia.org/?curid=14941280
tt0988045,Sherlock Holmes,https://en.wikipedia.org/?curid=19596597
tt0457430,Pans Labyrinth,https://en.wikipedia.org/?curid=3261733
tt0083658,Blade Runner,https://en.wikipedia.org/?curid=3746
tt0061452,Casino Royale,https://en.wikipedia.org/?curid=2461592
tt0050083,12 Angry Men,https://en.wikipedia.org/?curid=92605
tt0114746,Twelve Monkeys,https://en.wikipedia.org/?curid=30575
tt0116282,Fargo,https://en.wikipedia.org/?curid=142430
tt0078788,Apocalypse Now,https://en.wikipedia.org/?curid=18951054
tt2582802,Whiplash,https://en.wikipedia.org/?curid=41684727
tt1631867,Edge of Tomorrow,https://en.wikipedia.org/?curid=37098299
tt0454876,Life of Pi,https://en.wikipedia.org/?curid=30952655
tt0780504,Drive,https://en.wikipedia.org/?curid=30273553
tt0118799,Life Is Beautiful,https://en.wikipedia.org/?curid=142463
tt0245429,Spirited Away,https://en.wikipedia.org/?curid=70091
tt0113277,Heat,https://en.wikipedia.org/?curid=43566
tt1250777,Kick-Ass,https://en.wikipedia.org/?curid=21282769
tt1276104,Looper,https://en.wikipedia.org/?curid=27383563
tt0829482,Superbad,https://en.wikipedia.org/?curid=6254878
tt1392214,Prisoners,https://en.wikipedia.org/?curid=38703518
tt0467406,Juno,https://en.wikipedia.org/?curid=11862690
tt0181689,Minority Report,https://en.wikipedia.org/?curid=142049
tt0162222,Cast Away,https://en.wikipedia.org/?curid=44501
tt0365748,Shaun of the Dead,https://en.wikipedia.org/?curid=598397
tt0409459,Watchmen,https://en.wikipedia.org/?curid=5016250
tt1156398,Zombieland,https://en.wikipedia.org/?curid=21835208
tt0945513,Source Code,https://en.wikipedia.org/?curid=25920477
tt0095953,Rain Man,https://en.wikipedia.org/?curid=129368
tt0469494,There Will Be Blood,https://en.wikipedia.org/?curid=3213691
tt1663662,Pacific Rim,https://en.wikipedia.org/?curid=32112949
tt1570728,"Crazy, Stupid, Love.",https://en.wikipedia.org/?curid=28880684
tt0206634,Children of Men,https://en.wikipedia.org/?curid=3793631
tt0375679,Crash,https://en.wikipedia.org/?curid=1749535
tt0449059,Little Miss Sunshine,https://en.wikipedia.org/?curid=7047921
tt0425112,Hot Fuzz,https://en.wikipedia.org/?curid=3006708
tt0057012,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,https://en.wikipedia.org/?curid=8695
tt0319061,Big Fish,https://en.wikipedia.org/?curid=431014
tt0119116,The Fifth Element,https://en.wikipedia.org/?curid=143809
tt0112641,Casino,https://en.wikipedia.org/?curid=695780
tt0327056,Mystic River,https://en.wikipedia.org/?curid=460052
tt0790636,Dallas Buyers Club,https://en.wikipedia.org/?curid=37617614
tt0887912,The Hurt Locker,https://en.wikipedia.org/?curid=16733548
tt0407304,War of the Worlds,https://en.wikipedia.org/?curid=535335
tt1568346,The Girl with the Dragon Tattoo,https://en.wikipedia.org/?curid=28387289
tt2543164,Arrival,https://en.wikipedia.org/?curid=43991244
tt0830515,Quantum of Solace,https://en.wikipedia.org/?curid=2969247
tt1535109,Captain Phillips,https://en.wikipedia.org/?curid=37671576
tt3460252,The Hateful Eight,https://en.wikipedia.org/?curid=43308964
tt1979320,Rush,https://en.wikipedia.org/?curid=35460624
tt0047396,Rear Window,https://en.wikipedia.org/?curid=74577
tt0335266,Lost in Translation,https://en.wikipedia.org/?curid=369682
tt2103281,Dawn of the Planet of the Apes,https://en.wikipedia.org/?curid=36023964
tt0765429,American Gangster,https://en.wikipedia.org/?curid=5017604
tt0360717,King Kong,https://en.wikipedia.org/?curid=473086
tt0325710,The Last Samurai,https://en.wikipedia.org/?curid=228274
tt2872718,Nightcrawler,https://en.wikipedia.org/?curid=40867822
tt0217505,Gangs of New York,https://en.wikipedia.org/?curid=188902
tt0443706,Zodiac,https://en.wikipedia.org/?curid=2654186
tt0405422,The 40-Year-Old Virgin,https://en.wikipedia.org/?curid=2021400
tt2911666,John Wick,https://en.wikipedia.org/?curid=41418399
tt1245492,This Is the End,https://en.wikipedia.org/?curid=35056679
tt0139654,Training Day,https://en.wikipedia.org/?curid=171623
tt0780536,In Bruges,https://en.wikipedia.org/?curid=9541497
tt1605783,Midnight in Paris,https://en.wikipedia.org/?curid=27070440
tt0289043,28 Days Later...,https://en.wikipedia.org/?curid=145892
tt1060277,Cloverfield,https://en.wikipedia.org/?curid=12064359
tt0093779,The Princess Bride,https://en.wikipedia.org/?curid=31153
tt1084972,Wanted,https://en.wikipedia.org/?curid=12498208
tt0091763,Platoon,https://en.wikipedia.org/?curid=113460
tt0478311,Knocked Up,https://en.wikipedia.org/?curid=4295195
tt0265086,Black Hawk Down,https://en.wikipedia.org/?curid=106328
tt0093773,Predator,https://en.wikipedia.org/?curid=230481
tt0369339,Collateral,https://en.wikipedia.org/?curid=826409
tt1596343,Fast Five,https://en.wikipedia.org/?curid=28085067
tt0070047,The Exorcist,https://en.wikipedia.org/?curid=725459
tt1210166,Moneyball,https://en.wikipedia.org/?curid=27891311
tt0105695,Unforgiven,https://en.wikipedia.org/?curid=133574
tt0119094,Face/Off,https://en.wikipedia.org/?curid=648921
